"118","1987","118","118","2","118.11","1973-07-09 12:28:15","false"
"119","1758","119","119","1","130.52","2016-10-31 09:57:51","false"
"120","948","120","120","9","384.97","2006-01-29 14:38:02","true"
"121","293","121","121","4","186.27","2012-12-12 06:00:49","false"
"122","1980","122","122","8","145.66","2001-04-22 11:57:10","true"
"123","1025","123","123","10","272.92","2008-03-24 14:22:48","true"
"124","1128","124","124","3","347.50","1979-04-05 21:30:12","true"
"125","460","125","125","1","363.57","2014-05-31 11:40:55","true"
"126","1646","126","126","1","451.62","1973-05-16 04:05:02","false"
"127","1382","127","127","8","234.24","2008-02-13 11:02:58","true"
"128","35","128","128","1","358.41","2009-11-28 13:52:25","true"
"129","1813","129","129","9","275.08","2005-09-04 00:52:13","false"
"130","1678","130","130","10","479.47","1975-11-03 21:37:59","true"
"131","1659","131","131","5","381.17","2002-08-08 07:00:03","false"
"132","21","132","132","7","274.42","1978-04-12 08:08:57","true"
"133","1044","133","133","3","400.39","1992-09-12 12:38:36","false"
"134","200","134","134","9","122.93","2016-01-29 02:37:13","true"
"135","1834","135","135","5","500.99","1993-03-02 19:00:11","false"
"136","1243","136","136","5","144.46","1975-06-19 21:54:54","false"
"137","371","137","137","1","392.18","1977-05-01 00:13:40","false"
"138","387","138","138","3","139.56","1979-12-03 19:53:07","true"
"139","1158","139","139","4","448.83","2006-07-14 08:16:53","true"
"140","621","140","140","6","272.41","1997-10-30 16:46:49","false"
"141","1469","141","141","2","113.32","1992-02-02 15:34:46","true"
"142","602","142","142","5","393.76","2014-04-23 02:32:43","true"
"143","1903","143","143","1","250.73","1995-05-07 07:11:11","true"
"144","468","144","144","2","339.13","2004-02-29 15:45:34","false"
"145","1993","145","145","1","0.64","1976-02-17 17:12:17","false"
"146","1957","146","146","8","282.37","2015-11-18 07:21:03","false"
"147","310","147","147","4","161.40","1991-12-11 11:05:28","true"
"148","640","148","148","6","99.43","2009-12-26 19:18:27","true"
"149","1450","149","149","10","312.52","2006-09-24 22:41:19","false"
"150","561","150","150","7","402.50","2001-05-08 03:40:01","true"
"151","1452","151","151","6","259.89","1970-06-30 06:13:27","true"
"152","1336","152","152","6","497.21","1993-01-12 02:32:10","false"
"153","815","153","153","4","118.90","2016-11-28 14:46:40","true"
"154","1941","154","154","8","391.57","2006-06-25 22:03:05","true"
"155","506","155","155","1","81.14","2015-07-30 13:41:14","false"
"156","262","156","156","8","276.91","1972-03-24 00:37:12","false"
"157","1799","157","157","6","354.94","1972-03-12 11:35:36","false"
"158","1345","158","158","8","368.14","2022-05-01 04:15:16","true"
"159","755","159","159","5","198.00","2022-07-08 22:22:16","false"
"160","930","160","160","9","221.18","1992-07-24 12:44:58","true"
"161","1181","161","161","2","218.93","2004-02-12 00:40:12","true"
"162","462","162","162","5","309.60","1979-10-19 21:33:41","true"
"163","344","163","163","10","47.55","1995-07-29 15:04:25","false"
"164","1920","164","164","8","299.96","1994-05-14 10:38:44","false"
"165","489","165","165","2","222.04","1987-05-14 16:50:16","true"
"166","1537","166","166","10","1.22","2015-02-24 17:34:10","true"
"167","431","167","167","6","343.63","2014-11-13 13:22:16","true"
"168","519","168","168","2","138.72","1988-09-13 03:06:38","true"
"169","375","169","169","3","13.94","2014-05-26 00:03:44","false"
"170","1111","170","170","9","245.26","1996-10-31 22:04:51","false"
"171","291","171","171","1","21.02","2019-02-28 07:44:49","true"
"172","1252","172","172","7","113.43","2005-10-14 02:29:58","true"
"173","1882","173","173","6","252.54","2017-03-04 12:00:45","true"
"174","283","174","174","5","198.31","1999-05-31 19:09:51","false"
"175","1602","175","175","8","26.95","2011-01-09 10:07:21","false"
"176","965","176","176","10","67.52","2021-11-30 04:17:10","false"
"177","1638","177","177","8","247.29","2018-08-28 12:12:48","true"
"178","677","178","178","3","223.48","1993-07-17 00:34:32","true"
"179","1604","179","179","2","265.02","2002-01-26 18:05:06","false"
"180","160","180","180","3","360.93","1987-11-18 20:34:43","false"
"181","1542","181","181","5","402.79","1984-03-04 18:16:15","true"
"182","770","182","182","10","28.49","2001-05-17 06:13:03","false"
"183","903","183","183","7","204.66","1990-09-24 00:43:16","true"
"184","1304","184","184","6","218.56","2006-06-03 16:18:30","false"
"185","515","185","185","2","100.83","2020-10-03 22:53:03","true"
"186","632","186","186","7","500.91","1984-10-12 14:39:47","false"
"187","258","187","187","10","68.96","1978-04-01 21:10:33","false"
"188","1537","188","188","7","218.21","2019-12-15 20:22:07","false"
"189","420","189","189","6","178.28","2015-07-11 19:29:23","false"
"190","1939","190","190","7","328.49","1976-09-21 13:46:30","true"
"191","1220","191","191","5","26.13","1973-07-02 02:14:59","true"
"192","1645","192","192","3","145.07","1992-04-05 01:48:06","false"
"193","1659","193","193","4","466.53","1987-12-24 09:11:47","false"
"194","1437","194","194","7","318.94","2008-02-08 06:36:54","true"
"195","797","195","195","4","74.21","1985-11-14 22:00:24","false"
"196","1215","196","196","10","378.34","2002-02-16 17:50:05","true"
"197","161","197","197","10","451.35","2011-12-07 03:59:51","false"
"198","71","198","198","1","95.12","1984-05-03 21:41:13","true"
"199","1685","199","199","4","27.15","1996-01-19 13:04:24","false"
"200","1291","200","200","1","468.48","2018-03-16 18:03:30","false"
"201","1023","201","201","8","15.40","2021-03-14 12:53:23","false"
"202","1550","202","202","8","201.48","1980-02-07 03:00:23","true"
"203","63","203","203","9","284.27","1999-05-09 11:26:47","true"
"204","1748","204","204","7","162.82","2020-08-08 19:15:37","false"
"205","1867","205","205","10","27.10","2012-02-11 21:06:45","true"
"206","1779","206","206","9","18.44","1978-05-10 20:10:12","true"
"207","1655","207","207","2","409.07","2007-09-19 20:40:11","false"
"208","613","208","208","2","444.68","2017-11-22 15:42:42","true"
"209","1283","209","209","5","219.34","2003-06-03 01:11:12","true"
"210","567","210","210","3","69.51","1979-07-08 22:00:49","false"
"211","399","211","211","8","250.53","2019-06-25 02:08:13","false"
"212","1471","212","212","5","333.98","1978-04-02 18:21:46","false"
"213","285","213","213","10","484.12","2021-05-28 03:06:20","false"
"214","1100","214","214","6","205.50","1998-07-05 18:10:17","false"
"215","1384","215","215","3","368.31","1993-01-07 22:47:55","true"
"216","1833","216","216","6","359.14","2000-02-04 23:26:50","false"
"217","1043","217","217","6","235.37","2017-04-23 02:00:56","true"
"218","248","218","218","5","260.43","1986-10-28 09:09:21","true"
"219","72","219","219","6","129.23","1973-10-12 05:31:12","false"
"220","722","220","220","4","229.30","2011-12-28 07:52:18","true"
"221","344","221","221","3","100.32","2000-10-26 09:30:16","false"
"222","1579","222","222","8","309.09","1979-11-28 13:10:13","false"
"223","787","223","223","10","286.84","1988-10-09 18:14:23","false"
"224","886","224","224","5","29.76","2000-02-21 13:27:09","false"
"225","926","225","225","2","394.91","1977-08-19 02:35:29","false"
"226","1020","226","226","8","471.82","2014-01-18 11:43:24","true"
"227","604","227","227","7","99.67","2016-12-22 19:04:16","false"
"228","1537","228","228","6","90.15","1974-09-26 23:45:06","true"
"229","767","229","229","10","388.06","1988-10-15 05:51:29","false"
"230","1155","230","230","1","330.11","2020-06-08 19:22:38","false"
"231","267","231","231","3","395.07","1980-09-11 13:03:21","true"
"232","1063","232","232","10","184.33","1997-01-18 08:52:41","true"
"233","648","233","233","6","256.48","2017-04-06 13:36:57","false"
"234","1924","234","234","2","475.16","2013-12-11 06:38:26","true"
"235","1154","235","235","4","336.53","2019-04-23 14:42:35","false"
"236","730","236","236","10","323.45","1982-12-15 10:31:59","true"
"237","1000","237","237","6","379.41","2019-11-07 11:14:23","false"
"238","1601","238","238","1","259.92","2021-07-14 13:31:53","false"
"239","898","239","239","7","170.13","1990-05-28 15:20:30","false"
"240","620","240","240","2","463.37","2014-10-26 20:49:01","true"
"241","70","241","241","1","462.88","1970-11-19 06:42:35","false"
"242","379","242","242","6","478.69","1998-09-13 11:21:29","false"
"243","1296","243","243","6","192.92","1979-05-09 22:09:44","false"
"244","964","244","244","6","481.56","2008-11-19 12:19:59","false"
"245","1251","245","245","4","198.09","1993-08-15 18:28:35","false"
"246","1770","246","246","8","473.85","2011-03-31 00:13:34","true"
"247","1903","247","247","6","143.93","1986-11-12 06:09:04","false"
"248","211","248","248","4","173.16","1987-12-20 18:24:36","false"
"249","1747","249","249","1","123.14","1992-05-31 03:26:05","false"
"250","1141","250","250","4","17.04","1995-03-28 00:54:56","true"
"251","1072","251","251","4","134.00","2020-02-26 02:34:54","false"
"252","603","252","252","7","252.82","1974-09-22 21:02:09","true"
"253","1694","253","253","10","278.30","1993-03-13 15:50:59","true"
"254","1980","254","254","4","455.67","1988-08-18 04:27:30","true"
"255","1243","255","255","4","369.07","2002-07-26 17:02:36","true"
"256","997","256","256","2","46.95","2005-06-11 07:12:27","true"
"257","937","257","257","3","480.29","1996-08-28 01:35:17","true"
"258","1568","258","258","8","101.51","2011-03-15 07:59:50","false"
"259","386","259","259","2","321.01","1971-11-28 12:16:57","true"
"260","533","260","260","7","354.58","2012-09-16 14:41:34","false"
"261","1087","261","261","10","245.12","2021-07-29 09:29:52","false"
"262","1360","262","262","2","151.80","2019-12-16 13:20:49","false"
"263","1957","263","263","3","270.45","1993-03-20 04:49:44","true"
"264","1281","264","264","5","34.96","2021-09-21 16:16:07","false"
"265","131","265","265","10","33.69","1971-09-16 23:17:48","false"
"266","1488","266","266","7","268.28","2007-03-11 20:10:19","true"
"267","73","267","267","4","241.78","2019-05-09 18:20:31","false"
"268","745","268","268","6","333.96","1991-01-09 05:36:12","false"
"269","1645","269","269","4","245.29","1989-11-06 04:29:50","false"
"270","533","270","270","3","439.21","1983-04-27 18:40:36","true"
"271","1864","271","271","1","223.29","1977-11-16 21:13:59","false"
"272","1622","272","272","5","36.23","2017-09-06 10:27:45","true"
"273","41","273","273","1","354.19","1979-12-11 03:08:35","true"
"274","805","274","274","6","123.78","1981-06-07 12:22:12","false"
"275","1508","275","275","7","419.92","1989-11-04 14:09:12","true"
"276","475","276","276","10","76.81","1976-04-19 15:33:41","true"
"277","365","277","277","10","75.56","2001-05-26 16:55:59","false"
"278","1839","278","278","10","207.42","2007-07-05 03:30:26","false"
"279","1447","279","279","7","429.72","2012-12-28 21:39:27","false"
"280","665","280","280","7","246.19","1985-03-10 04:06:04","true"
"281","1181","281","281","9","266.38","2001-03-30 17:36:27","true"
"282","1605","282","282","3","228.83","1972-04-18 15:35:35","false"
"283","425","283","283","8","470.00","1991-12-10 05:51:19","true"
"284","1700","284","284","8","486.09","1996-06-14 20:44:06","true"
"285","813","285","285","2","282.90","2018-03-05 01:31:23","false"
"286","292","286","286","2","7.85","1995-05-10 02:45:19","true"
"287","469","287","287","7","340.88","1974-01-16 21:53:23","true"
"288","859","288","288","6","264.40","2019-10-12 05:24:30","true"
"289","1631","289","289","1","160.16","1979-10-08 23:41:55","true"
"290","1975","290","290","6","285.14","1996-04-18 18:16:44","true"
"291","1098","291","291","10","266.92","2016-02-11 18:26:36","true"
"292","908","292","292","8","132.02","2007-12-17 19:37:55","true"
"293","870","293","293","1","137.00","1985-08-09 23:31:21","true"
"294","1444","294","294","5","490.44","2005-12-06 00:25:11","true"
"295","709","295","295","3","311.09","1973-06-20 19:23:06","true"
"296","1505","296","296","2","484.12","1996-12-06 06:23:39","false"
"297","1482","297","297","2","157.44","1970-08-28 01:16:29","true"
"298","1180","298","298","1","276.37","1972-07-04 23:00:41","true"
"299","1918","299","299","10","48.29","1981-09-15 10:10:11","false"
"300","802","300","300","8","219.65","2005-08-15 01:37:24","false"
"301","1577","301","301","5","112.40","1998-07-02 18:46:34","true"
"302","926","302","302","1","164.91","1988-03-31 06:01:32","true"
"303","1588","303","303","6","52.61","1984-02-13 14:32:37","false"
"304","1141","304","304","3","125.61","2007-07-23 16:20:27","true"
"305","300","305","305","5","117.80","2013-05-08 20:31:07","false"
"306","614","306","306","2","249.84","1981-07-15 05:43:32","true"
"307","544","307","307","4","40.60","2007-01-21 16:23:53","true"
"308","103","308","308","3","88.44","1995-01-05 16:52:31","true"
"309","790","309","309","6","83.17","2009-07-27 19:05:17","true"
"310","824","310","310","9","485.15","1985-09-18 15:34:05","true"
"311","778","311","311","1","162.37","1999-11-01 21:00:20","false"
"312","675","312","312","1","197.07","2000-04-09 13:02:51","true"
"313","1652","313","313","4","105.13","2018-01-20 11:57:16","true"
"314","1321","314","314","5","66.85","1975-06-25 02:13:24","true"
"315","147","315","315","8","111.96","1998-07-08 11:48:09","true"
"316","1656","316","316","6","416.34","1978-08-30 19:22:45","true"
"317","555","317","317","8","263.51","1982-09-06 09:44:21","false"
"318","1815","318","318","10","109.59","1974-09-28 08:05:30","true"
"319","1371","319","319","7","211.20","2011-04-16 16:29:08","true"
"320","202","320","320","7","255.24","2009-09-15 14:44:13","true"
"321","931","321","321","2","223.21","2017-03-08 05:41:59","false"
"322","545","322","322","7","205.07","2022-06-09 14:55:42","false"
"323","540","323","323","8","207.23","1983-06-17 10:26:09","false"
"324","843","324","324","1","40.39","2020-12-18 10:54:43","false"
"325","970","325","325","1","482.51","1982-04-08 21:20:52","true"
"326","1992","326","326","2","51.50","1973-08-30 21:03:03","true"
"327","1452","327","327","7","138.32","1990-06-29 18:40:10","true"
"328","530","328","328","3","234.79","2015-07-21 06:20:53","false"
"329","560","329","329","7","137.08","1986-01-26 13:51:10","false"
"330","1877","330","330","2","251.46","2010-10-03 06:31:07","true"
"331","1606","331","331","6","381.14","1990-12-04 06:00:32","false"
"332","1402","332","332","9","403.72","2003-08-21 11:46:36","true"
"333","1354","333","333","7","59.31","2012-02-15 00:00:17","false"
"334","632","334","334","8","453.50","2022-07-29 20:39:28","false"
"335","186","335","335","3","195.56","1975-01-29 03:07:38","false"
"336","733","336","336","8","55.77","2004-10-23 08:24:04","true"
"337","1567","337","337","10","358.58","2010-03-22 01:20:09","false"
"338","693","338","338","9","159.38","2009-01-19 23:55:38","false"
"339","933","339","339","7","37.84","2018-09-21 05:50:40","false"
"340","449","340","340","9","7.39","1992-04-15 07:03:49","false"
"341","862","341","341","1","235.92","2015-01-04 22:10:41","false"
"342","1181","342","342","1","201.31","1994-10-05 04:47:37","true"
"343","423","343","343","4","217.20","1986-12-10 05:30:03","true"
"344","1381","344","344","7","295.55","2009-05-28 23:46:09","false"
"345","163","345","345","5","91.45","1990-04-11 02:56:24","false"
"346","185","346","346","8","219.15","2022-01-15 17:49:45","true"
"347","1561","347","347","1","119.32","1972-06-06 20:16:03","true"
"348","1211","348","348","1","38.51","1987-02-25 18:38:00","false"
"349","1708","349","349","7","400.88","2019-07-01 20:56:43","false"
"350","795","350","350","10","57.20","2014-12-18 14:49:08","true"
"351","1945","351","351","9","61.70","2010-10-26 20:41:32","false"
"352","211","352","352","5","37.87","1998-04-28 18:18:05","false"
"353","1352","353","353","10","500.60","2004-05-09 23:08:37","false"
"354","1010","354","354","1","233.59","2003-09-01 12:43:25","false"
"355","1387","355","355","5","20.89","1991-04-03 12:12:35","false"
"356","1997","356","356","6","351.60","2002-10-03 05:18:04","true"
"357","946","357","357","4","362.64","1974-03-23 14:06:46","false"
"358","450","358","358","6","464.33","1973-11-15 17:42:15","false"
"359","1635","359","359","3","13.73","1983-01-22 19:09:27","false"
"360","1837","360","360","10","419.09","1974-08-12 12:39:37","true"
"361","770","361","361","7","283.61","2012-08-28 02:13:18","true"
"362","843","362","362","1","212.46","1981-03-03 09:13:28","true"
"363","1794","363","363","10","159.69","1977-05-14 09:40:59","false"
"364","670","364","364","10","1.70","1996-03-23 07:31:40","false"
"365","1554","365","365","10","181.98","1997-09-12 16:20:25","true"
"366","1433","366","366","2","270.50","1973-01-31 14:41:08","true"
"367","1444","367","367","2","111.64","1995-03-09 00:01:50","false"
"368","203","368","368","7","343.59","1970-05-10 03:58:15","true"
"369","1461","369","369","9","466.03","2003-11-12 05:51:20","false"
"370","1257","370","370","10","131.48","2019-01-30 03:52:52","false"
"371","1980","371","371","3","168.12","1991-07-08 08:56:54","false"
"372","1523","372","372","5","394.27","2001-08-17 01:02:34","true"
"373","1985","373","373","8","128.39","1972-04-25 19:52:51","false"
"374","1963","374","374","5","408.41","2005-07-06 07:03:20","false"
"375","1872","375","375","2","100.27","2006-03-24 21:21:37","false"
"376","1888","376","376","1","457.60","1997-04-05 03:12:46","true"
"377","1713","377","377","9","190.28","1982-12-24 21:19:17","true"
"378","1670","378","378","8","420.85","1973-11-24 12:53:59","false"
"379","401","379","379","4","75.80","2016-12-03 02:37:43","true"
"380","829","380","380","10","392.86","1991-02-20 02:08:21","true"
"381","912","381","381","9","138.29","1972-08-15 01:52:36","true"
"382","978","382","382","8","381.34","1991-11-02 08:57:28","false"
"383","52","383","383","9","243.18","2013-04-24 23:36:53","false"
"384","802","384","384","4","455.86","2015-04-10 10:20:23","false"
"385","94","385","385","3","263.00","1974-06-16 14:09:18","true"
"386","1286","386","386","10","83.84","2000-09-07 10:16:28","true"
"387","1522","387","387","2","417.12","1995-07-31 08:01:10","false"
"388","548","388","388","1","286.47","1978-03-09 21:13:01","true"
"389","185","389","389","1","264.55","2005-09-01 00:45:23","true"
"390","34","390","390","2","272.12","1978-09-16 19:37:58","true"
"391","1146","391","391","1","137.09","1998-10-25 21:43:41","true"
"392","1102","392","392","1","273.98","1990-11-28 22:10:43","false"
"393","1835","393","393","4","234.54","2022-03-18 17:38:44","false"
"394","1865","394","394","10","311.38","1984-02-15 21:22:02","false"
"395","1557","395","395","2","160.44","2016-01-08 08:13:19","true"
"396","400","396","396","2","311.01","1979-01-04 11:51:32","true"
"397","231","397","397","10","276.05","1988-04-29 19:03:53","false"
"398","1066","398","398","4","80.53","1988-07-28 11:07:10","false"
"399","1868","399","399","5","476.90","2007-01-30 16:12:51","false"
"400","171","400","400","9","14.49","2005-08-29 00:54:14","false"
"401","140","401","401","10","426.35","1990-12-18 23:35:52","false"
"402","1491","402","402","8","483.44","2010-11-18 16:19:06","false"
"403","1049","403","403","7","175.10","2003-10-31 08:55:04","true"
"404","1060","404","404","4","412.51","2001-04-23 07:12:32","false"
"405","658","405","405","10","60.69","1973-12-19 21:38:20","false"
"406","1541","406","406","8","306.01","2003-09-13 19:23:23","true"
"407","155","407","407","9","88.25","2019-05-21 00:13:51","true"
"408","243","408","408","10","142.71","1970-02-10 06:53:13","true"
"409","1712","409","409","1","465.44","2010-06-13 11:00:48","false"
"410","18","410","410","10","160.20","2005-04-28 20:47:53","true"
"411","551","411","411","6","26.42","2019-11-08 14:06:57","false"
"412","1638","412","412","5","453.22","2010-03-16 10:19:55","false"
"413","275","413","413","3","371.99","1976-03-24 16:47:10","false"
"414","1786","414","414","5","55.33","2017-04-11 08:50:57","true"
"415","323","415","415","9","387.48","1996-01-30 10:25:35","false"
"416","43","416","416","3","377.74","1985-06-24 11:09:33","false"
"417","182","417","417","8","377.35","1991-09-05 23:20:30","true"
"418","1777","418","418","7","45.08","1988-06-19 14:30:58","true"
"419","558","419","419","1","141.73","1995-06-30 11:27:41","false"
"420","537","420","420","1","376.16","1983-09-29 13:41:16","true"
"421","1060","421","421","2","100.62","1999-10-04 06:19:58","false"
"422","724","422","422","4","391.96","2018-03-25 10:13:25","false"
"423","816","423","423","2","427.61","2005-01-11 21:08:49","true"
"424","465","424","424","7","186.09","1993-04-08 23:52:52","false"
"425","866","425","425","3","113.42","1981-10-28 07:04:12","true"
"426","1374","426","426","5","21.96","2015-03-10 19:40:40","true"
"427","821","427","427","1","442.88","1991-10-29 19:34:45","false"
"428","664","428","428","8","379.94","1983-07-11 14:23:45","false"
"429","199","429","429","10","348.14","2019-06-12 07:16:01","true"
"430","1552","430","430","9","47.08","1988-03-12 03:30:20","false"
"431","1070","431","431","2","132.23","2013-09-06 05:50:16","true"
"432","214","432","432","3","13.24","1980-10-10 02:30:08","true"
"433","93","433","433","6","135.19","1990-09-16 01:11:48","false"
"434","770","434","434","5","436.40","2006-10-20 08:12:49","false"
"435","307","435","435","10","473.11","2004-08-29 16:25:35","false"
"436","958","436","436","1","353.63","2022-05-06 13:44:17","false"
"437","498","437","437","5","221.65","1978-08-24 05:43:13","false"
"438","1749","438","438","9","77.85","2006-10-27 09:04:22","true"
"439","113","439","439","10","266.69","2004-04-16 02:45:00","true"
"440","621","440","440","10","207.73","2012-05-20 20:33:56","true"
"441","1536","441","441","7","207.41","1999-08-27 11:50:29","true"
"442","534","442","442","4","324.75","2021-02-20 23:20:21","true"
"443","158","443","443","3","331.58","2012-02-25 03:28:17","false"
